source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @seanhannity: REPORT: New York City Spent $52 Million on Temporary Hospital that Treated 79 Coronavirus Patients https://t.co/xdCsAm5Iuw,07-29-2020 11:26:04,13791,0,true,1288435620981944321
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is working to ensure that AMERICA produces the critical goods necessary to combat COVID-19 here…,07-28-2020 22:08:50,6999,0,true,1288234991483269123
Twitter for iPhone,RT @stella_immanuel: Covid has cure. America wake up.  https://t.co/VZTTbI63Og,07-28-2020 03:36:52,13311,0,false,1287955156387201024
Twitter for iPhone,RT @TomFitton: #Hydroxychloroquine could save up to 100000 lives if used for COVID-19: Yale epidemiology professor https://t.co/3gHxNFdCwF…,07-28-2020 03:12:41,16005,0,true,1287949070405787648
Twitter for iPhone,RT @TheRightMelissa: 6000 doctors surveyed across the world all said #Hydroxychloroquine works in Covid patients. Multiple Studies in Franc…,07-28-2020 03:07:32,13686,0,false,1287947772822528000
Twitter for iPhone,RT @WhiteHouse: LIVE: President Trump Participates in a Coronavirus Briefing https://t.co/UPpppFIr7L,07-27-2020 20:10:20,5555,0,true,1287842778874085381
Twitter for iPhone,RT @wesbury: Arizona shows a directionally nice decline in new cases per 100000 people and a drop in ICU space used by COVID. This site al…,07-27-2020 14:23:59,5583,0,true,1287755616732229638
Twitter for iPhone,RT @senatemajldr: The CARES Act provided Kentucky and our nation with the tools to endure the first phase of the coronavirus crisis. But Am…,07-27-2020 13:27:11,3215,0,true,1287741326411419649
Twitter for iPhone,RT @MZHemingway: COVID-19's death toll shows us that in-home care of the elderly and infirm has serious advantages over nursing home models…,07-27-2020 00:00:26,6013,0,true,1287538300505526275
Twitter for iPhone,RT @jennfranconews: #BREAKING: In a 5-4 vote SCOTUS rejects a Nevada Church’s challenge to the state’s coronavirus shutdown order limiting…,07-25-2020 11:46:57,10872,0,false,1286991323728416772
Twitter for iPhone,RT @BuckSexton: Strong covid briefing by President Trump Serious fact based calm but in command Even the journos were reasonably well…,07-23-2020 12:41:52,7609,0,true,1286280368828579846
Twitter for iPhone,RT @KimStrassel: George Orwell’s observation that language shapes thought holds true for Covid-19 and Black Lives Matter writes @gerardtba…,07-23-2020 12:25:09,3862,0,false,1286276163107729408
Twitter for iPhone,RT @WhiteHouse: Our nationwide positive Coronavirus test rate is on the decline. https://t.co/Vp0y0KHDK4,07-22-2020 22:41:35,8929,0,false,1286068904788361222
Twitter for iPhone,In addition to nearly $8 billion that Treasury provided tribal communities @HUDgov is releasing an additional $25 million in #CARESAct funding today to respond to the CoronaVirus with improved housing indoor air quality and food pantry support.,07-17-2020 20:34:09,12729,51537,false,1284224894092312581
Twitter for iPhone,RT @SkyNews: Oxford's coronavirus vaccine is reported to have shown promising results after the team discovered the jab could provide "doub…,07-17-2020 13:27:12,7829,0,false,1284117448409649153
Twitter for iPhone,RT @jsolomonReports: Breaking: Florida hospital admits its COVID positivity rate is 10x lower than first reported | Just The News https://t…,07-15-2020 02:14:02,27589,0,false,1283223267713703938
Twitter for iPhone,RT @chuckwoolery: The most outrageous lies are the ones about Covid 19. Everyone is lying. The CDC Media Democrats our Doctors not all…,07-13-2020 10:59:56,29340,0,false,1282630838845345794
Twitter for iPhone,RT @jsolomonReports: Florida Democratic Party to return $780000 in coronavirus aid money after bipartisan backlash | Just The News https:…,07-11-2020 12:25:08,9916,0,false,1281927502072553474
Twitter for iPhone,Death Rate from Coronavirus is down tenfold!,07-08-2020 02:32:07,39537,221730,false,1280691101029056512
Twitter for iPhone,“COVID-19 (China Virus) Death Rate PLUNGES From Peak In U.S.” A Tenfold Decrease In Mortality. The Washington Times @WashTimes  Valerie Richardson.  We have the lowest Mortality Rate in the World. The Fake News should be reporting these most important of facts but they don’t!,07-07-2020 12:52:40,51222,193220,false,1280484878744793090
Twitter for iPhone,“Treatment with hydroxychloroquine cut the death rate significantly in sick patients hospitalized with COVID-19 – and without heart-related side-effects according to a new study published by Henry Ford Health System. In a large-scale retrospective analysis...,07-06-2020 18:36:59,33683,118546,false,1280209143127773184
Twitter for iPhone,RT @paulsperry_: According to the PC Coronavirus Police protesting America is safe but celebrating America is unsafe #HappyFourthOfJuly,07-04-2020 20:07:21,13175,0,false,1279507107663040513
Twitter for iPhone,RT @Franklin_Graham: .@TheHermanCain a great American is hospitalized with coronavirus and has requested prayer. He is a colon cancer sur…,07-04-2020 10:01:34,13791,0,false,1279354659220656129
Twitter for iPhone,There is a rise in Coronavirus cases because our testing is so massive and so good far bigger and better than any other country. This is great news but even better news is that death and the death rate is DOWN. Also younger people who get better much easier and faster!,07-03-2020 03:44:42,37649,175088,false,1278897430378041344
Twitter for iPhone,RT @ACTforAmerica: Imagine if the left was focused on coronavirus instead of impeachment back in January.,07-03-2020 03:16:38,6151,0,false,1278890366725427202
Twitter for iPhone,RT @TeamTrump: Thanks to unprecedented action by President @realDonaldTrump the United States leads the world in coronavirus testing!33 m…,07-01-2020 02:21:43,6028,0,false,1278151767956623360
Twitter for iPhone,RT @realDonaldTrump: Corrupt Joe Biden said yesterday that we have over “120 million” people dead of Coronavirus!,06-29-2020 12:17:18,42081,0,false,1277576878027673601
Twitter for iPhone,Corrupt Joe Biden said yesterday that we have over “120 million” people dead of Coronavirus!,06-27-2020 19:55:30,42250,209125,false,1276967409925193729
Twitter for iPhone,RT @SteveGuest: Biden slammed after wrongly saying ‘we have over 120 million dead from COVID’https://t.co/qavJT0yoAD,06-26-2020 04:04:15,12767,0,false,1276365633765195776
Twitter for iPhone,Coronavirus deaths are way down. Mortality rate is one of the lowest in the World. Our Economy is roaring back and will NOT be shut down. “Embers” or flare ups will be put out as necessary!,06-26-2020 03:54:49,44584,206955,false,1276363261957603328
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: We prevented a coronavirus catastrophe at the Southern Border https://t.co/DXUMdloyCJ,06-23-2020 19:32:26,8844,0,false,1275512056574140417
Twitter for iPhone,We did a great job on CoronaVirus including the very early ban on China Ventilator production and Testing which is by far the most and best in the World. We saved millions of U.S. lives.! Yet the Fake News refuses to acknowledge this in a positive way. But they do give....,06-23-2020 14:41:50,25147,121716,false,1275438921552257026
Twitter for iPhone,Because of MAIL-IN BALLOTS 2020 will be the most RIGGED Election in our nations history - unless this stupidity is ended. We voted during World War One &amp; World War Two with no problem but now they are using Covid in order to cheat by using Mail-Ins!,06-22-2020 13:45:23,45505,167062,false,1275062328971497472
Twitter for iPhone,Our Coronavirus testing is so much greater (25 million tests) and so much more advanced that it makes us look like we have more cases especially proportionally than other countries. My message on that is very clear!,06-22-2020 04:48:35,25554,135851,false,1274927241034715138
Twitter for iPhone,RT @realDonaldTrump: The Far Left Fake News Media which had no Covid problem with the Rioters &amp; Looters destroying Democrat run cities is…,06-17-2020 01:18:22,56350,0,false,1273062397146783744
Twitter for iPhone,RT @realDonaldTrump: “Trump team should get 'a lot of credit' for fast coronavirus stimulus: CBO” https://t.co/TGVxgIfTAa,06-16-2020 03:47:24,19909,0,false,1272737515611525121
Twitter for iPhone,“Trump team should get 'a lot of credit' for fast coronavirus stimulus: CBO” https://t.co/TGVxgIfTAa,06-15-2020 21:09:09,19909,90602,false,1272637290913898502
Twitter for iPhone,The Far Left Fake News Media which had no Covid problem with the Rioters &amp; Looters destroying Democrat run cities is trying to Covid Shame us on our big Rallies. Won’t work!,06-15-2020 14:02:15,56350,214887,false,1272529858501976065
Twitter for iPhone,RT @BorisEP: My Op-Ed ⁦@Newsweek:Democrats' Hypocrisy on Riots Reveals Political Nature of Coronavirus Lockdowns | Opinion https://t.co/7…,06-13-2020 11:46:40,8085,0,false,1271770964318175235
Twitter for iPhone,I am allocating $2.96 BILLION in Emergency Solutions Grants to support homeless Americans and those at risk of becoming homeless because of job or wage loss or illness due to COVID-19. We are taking care of our Nation’s most vulnerable citizens. Thanks @SecretaryCarson!,06-09-2020 17:43:35,35165,144304,false,1270411233733287936
Twitter for iPhone,RT @SenatorEnzi: The unprecedented COVID-19 pandemic has highlighted the need for better federal budgeting. We had the financial tools to a…,06-05-2020 12:29:45,3979,0,false,1268882701211312129
Twitter for iPhone,RT @SenThomTillis: TODAY at 9:40 am46th Telephone Town HallTopic: #COVID19NCListen Live: https://t.co/EjMmqN1Q7U https://t.co/P5MKqru05g,06-05-2020 12:21:41,1933,0,false,1268880671734366208
Twitter for iPhone,RT @SenCoryGardner: TONIGHT at 7pm MT ➡️ I’m joining state local and federal officials from Colorado for a live #COVID19 town hall hosted…,06-05-2020 12:21:09,1634,0,false,1268880537101512704
Twitter for iPhone,RT @SenCoryGardner: Today I announced Colorado will receive $44 million to address homelessness and the coronavirus pandemic. #COVID19 has…,06-05-2020 12:20:40,1958,0,false,1268880416087388162
Twitter for iPhone,RT @SenThomTillis: I’ve been receiving regular briefings from @DeptofDefense about their COVID-19 response. Secretary Esper the Pentagon…,06-05-2020 12:13:33,1776,0,false,1268878624536637440
Twitter for iPhone,RT @SenToomey: I am very grateful to all of those on the frontlines battling against the COVID-19 pandemic. To the doctors nurses hospita…,06-05-2020 12:05:26,1486,0,false,1268876582552305666
Twitter for iPhone,RT @JohnBoozman: I welcome @HHSGov awarding another $2.5 million in federal coronavirus response funds to expand COVID-19 testing capacity…,06-05-2020 12:01:02,1609,0,false,1268875473070755840
Twitter for iPhone,RT @JohnBoozman: I'm pleased AR farmers and ranchers are getting assistance as a result of the Coronavirus Food Assistance Program:8223…,06-05-2020 12:00:53,1457,0,false,1268875438857781248
Twitter for iPhone,RT @RoyBlunt: ⬇Important #coronavirus resources⬇https://t.co/Hiae3usYXoMO hotline: (877) 435-8411MO chatbot: https://t.co/iEPiuteY2xM…,06-05-2020 12:00:10,1305,0,false,1268875257441550336
Twitter for iPhone,RT @USDA: We're accepting applications now through Aug. 28 2020 for our Coronavirus Food Assistance Program. Farmers &amp; ranchers can apply…,06-05-2020 11:50:50,1763,0,false,1268872906311962632
Twitter for iPhone,RT @SenatorFischer: #COVID19 has drastically affected #NE students forcing them to complete the school year from home. This was especially…,06-05-2020 11:50:02,1371,0,false,1268872707925516294
Twitter for iPhone,RT @SenatorFischer: .@USDA’s Coronavirus Food Assistance Program is already getting payments out to Nebraska ag producers.Here’s an updat…,06-05-2020 11:49:38,1506,0,false,1268872607245447170
Twitter for iPhone,RT @SenatorWicker: The Paycheck Protection Program has been a core element of our federal response to the #coronavirus outbreak. The legisl…,06-05-2020 11:48:30,1384,0,false,1268872321848217601
Twitter for iPhone,RT @SenatorWicker: With hard work and strong action our economy will recover from the #coronavirus pandemic. President @realDonaldTrump’…,06-05-2020 11:48:22,1982,0,false,1268872286117015552
Twitter for iPhone,RT @SenRonJohnson: My committee just wants to get to the truth. The vast majority of our work is #Covid_19. This subpoena didn't have to be…,06-05-2020 11:44:40,1753,0,false,1268871356751450113
Twitter for iPhone,RT @SenRonJohnson: My committee is focused on #covid but there’s no reason we can’t continue to seek the truth for the American people. Do…,06-05-2020 11:43:44,1735,0,false,1268871119618166786
Twitter for iPhone,RT @SenRonJohnson: Before we talk about another round of spending in response to #coronavirus let's analyze what we've already done and wh…,06-05-2020 11:43:21,1663,0,false,1268871027049861122
Twitter for iPhone,RT @SenRonJohnson: Information about the #coronavirus and how to protect yourself can be found @CDCgov ⬇️https://t.co/odBWgoKA1w,06-05-2020 11:37:45,1348,0,false,1268869614508945408
Twitter for iPhone,RT @Jim_Jordan: Democrat mayors during #coronavirus:-You can’t open your business-You can’t go to church-You can’t buy a gunDemocrat…,06-04-2020 04:27:15,32306,0,false,1268398890052616192
Twitter for iPhone,RT @YoungDems4Trump: In Democrat cities you can get arrested for opening a business but not for looting one. #MinneapolisRiot #Coronavirus,05-30-2020 03:21:41,28278,0,false,1266570449431003138
Twitter for iPhone,The men and women of the National Guard have been doing a great job fighting the CoronaVirus. This week I will extend their Title 32 orders through mid-August so they can continue to help States succeed in their response and recovery efforts.,05-28-2020 16:20:11,19422,96028,false,1266041589455077381
Twitter for iPhone,All over the World the CoronaVirus a very bad “gift” from China marches on. Not good!,05-28-2020 14:34:10,62675,306777,false,1266014911127306240
Twitter for iPhone,We have just reached a very sad milestone with the coronavirus pandemic deaths reaching 100000. To all of the families &amp; friends of those who have passed I want to extend my heartfelt sympathy &amp; love for everything that these great people stood for &amp; represent. God be with you!,05-28-2020 13:37:57,33943,189899,false,1266000762057953284
Twitter for iPhone,Texas Supreme Court: Lack of immunity to COVID-19 alone not enough to vote by mail https://t.co/rAZVRF4nkj  Big win in Texas on the dangerous Mail In Voting Scam!,05-28-2020 02:07:37,17814,59294,false,1265827032707072000
Twitter for iPhone,The Radical Left Lamestream Media together with their partner the Do Nothing Democrats are trying to spread a new narrative that President Trump was slow in reacting to Covid 19. Wrong I was very fast even doing the Ban on China long before anybody thought necessary!,05-27-2020 13:19:37,29045,121073,false,1265633761024188417
Twitter for iPhone,Great reviews on our handling of Covid 19 sometimes referred to as the China Virus. Ventilators Testing Medical Supply Distribution we made a lot of Governors look very good - And got no credit for so doing. Most importantly we helped a lot of great people!,05-25-2020 20:16:06,30722,163973,false,1265013797334507521
Twitter for iPhone,RT @CDCtravel: Thinking about traveling? Before you go consider the following: • Is COVID-19 spreading where you’re going? • Is COVID-19…,05-25-2020 02:29:35,3516,0,false,1264745400487104514
Twitter for iPhone,RT @CDCDirector: Be mindful of social distancing this #MemorialDay weekend. Stay at least six feet from others to slow the spread of #COVID…,05-25-2020 02:29:01,3096,0,false,1264745255481597952
Twitter for iPhone,RT @markknoller: Flags atop WH continue at half-staff this weekend to honor Coronavirus victims. https://t.co/IZXDjPegYg,05-25-2020 02:16:15,5083,0,false,1264742043592593408
Twitter for iPhone,I give and have given from the beginning my entire yearly salary $400000 to $450000 back to our government. Last check to HHS Covid relief. My great honor! https://t.co/Vv6Uyz9MkF,05-25-2020 01:57:23,30221,117215,false,1264737293249794048
Twitter for iPhone,The United States cannot have all Mail In Ballots. It will be the greatest Rigged Election in history. People grab them from mailboxes print thousands of forgeries and “force” people to sign. Also forge names. Some absentee OK when necessary. Trying to use Covid for this Scam!,05-24-2020 14:08:36,56449,203405,false,1264558926021959680
Twitter for iPhone,RT @Jim_Jordan: House Democrats held another fake #coronavirus hearing today. Their own witness agreed that it’s time to go back to work.…,05-22-2020 01:24:44,12558,0,false,1263641915259588608
Twitter for iPhone,I will be lowering the flags on all Federal Buildings and National Monuments to half-staff over the next three days in memory of the Americans we have lost to the CoronaVirus....,05-21-2020 22:41:20,37068,198412,false,1263600794290417670
Twitter for iPhone,RT @JackPosobiec: Sweden becomes country with highest coronavirus death rate per capitahttps://t.co/YL7II8MGXC,05-21-2020 04:10:47,5801,0,false,1263321313365692421
Twitter for iPhone,RT @Jim_Jordan: April 2020: The Trump Administration isn’t doing enough when it comes to #coronavirus testing! May 2020: We now have too…,05-20-2020 02:27:28,7934,0,false,1262932924615319552
Twitter for iPhone,“The Massive Trump Coronavirus Supply Effort that the Media Loves to Hate” @RichLowry https://t.co/VChm4ELmKZ,05-19-2020 16:49:50,10893,38775,false,1262787562206367744
Twitter for iPhone,RT @realDonaldTrump: The number of Coronavirus cases is strongly trending downward throughout the United States with few exceptions. Very…,05-18-2020 12:33:21,37164,0,false,1262360625029754880
Twitter for iPhone,The number of Coronavirus cases is strongly trending downward throughout the United States with few exceptions. Very good news indeed!,05-17-2020 22:56:25,37164,205473,false,1262155040107704328
Twitter for iPhone,RT @OANN: HHS Secy. Azar: America’s Coronavirus Response Has Been Historic https://t.co/dtU276OBlf #OANN https://t.co/dwzMwD0U5e,05-17-2020 19:12:26,5894,0,false,1262098671836987392
Twitter for iPhone,Doing REALLY well medically on solving the CoronaVirus situation (Plague!). It will happen!,05-17-2020 14:01:31,31272,189916,false,1262020427582451717
Twitter for iPhone,We’ve done a GREAT job on Covid response making all Governors look good some fantastic (and that’s OK) but the Lamestream Media doesn’t want to go with that narrative and the Do Nothing Dems talking point is to say only bad about “Trump”. I made everybody look good but me!,05-16-2020 13:30:37,27014,136900,false,1261650261862383616
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump to NYPD officer who recovered from #Coronavirus: “You’re my hero." https://t.co/3bRiDuUfN6,05-15-2020 21:42:57,12753,0,false,1261411774592700418
Twitter for iPhone,RT @KarlRove: Coronavirus Response &amp; Ventilators: Trump Administration Handled Potential Shortage Deftly | National Review https://t.co/K3x…,05-15-2020 02:03:26,4246,0,false,1261114938254340101
Twitter for iPhone,RT @PtRightsAdvoc: Thank you @realDonaldTrump for your BOLD leadership during the #COVID19 crisis AND for protecting all Americans - patie…,05-14-2020 17:23:34,5385,0,false,1260984109389635584
Twitter for iPhone,RT @jsolomonReports: FDA approves first COVID-19 antigen test https://t.co/LifbtzDWHp,05-13-2020 03:34:34,6492,0,false,1260413098319626248
Twitter for iPhone,RT @ohiogop: Our economy was strong before covid-19 and @realDonaldTrump has equipped small businesses across the nation to get back to wor…,05-13-2020 02:23:35,6304,0,false,1260395232442679297
Twitter for iPhone,RT @virginiafoxx: The @WhiteHouse and @POTUS continue to lead the fight against COVID-19 in North Carolina. 39 health centers across N.C.…,05-13-2020 02:23:18,4671,0,false,1260395162678812678
Twitter for iPhone,Remember this every Governor who has sky high approval on their handling of the Coronavirus and I am happy for them all could in no way have gotten those numbers or had that success without me and the Federal Governments help. From Ventilators to Testing we made it happen!,05-12-2020 11:56:26,24519,126090,false,1260177007490600960
Twitter for iPhone,RT @WhiteHouse: The Trump Administration has marshaled every resource at its disposal to fight the Coronavirus. https://t.co/yXqiPbClSu,05-11-2020 22:04:10,5841,0,false,1259967560180740097
Twitter for iPhone,Coronavirus numbers are looking MUCH better going down almost everywhere. Big progress being made!,05-11-2020 13:56:57,34018,206205,false,1259844948960120833
Twitter for iPhone,Great credit being given for our Coronavirus response except in the Fake News. They are a disgrace to America!,05-11-2020 13:45:17,30057,158078,false,1259842012632821767
Twitter for iPhone,RT @DailyCaller: China Asked The WHO To Help Cover Up Coronavirus German Intelligence Concludeshttps://t.co/ilUVxPqklx,05-11-2020 02:54:57,18347,0,false,1259678352912388096
Twitter for iPhone,RT @DailyCaller: Kudlow On Obama COVID-19 Criticism: ‘We’ve Created A Massive Health And Safety Infrastructure’ https://t.co/JrHrtMxA1M,05-11-2020 02:45:30,6538,0,false,1259675975509594112
Twitter for iPhone,RT @TIME: Iran says it's ready for unconditional prisoner swap with U.S. amid coronavirus fears https://t.co/2P3wEzIPMf,05-11-2020 01:54:38,4258,0,false,1259663172375646209
Twitter for iPhone,RT @realDonaldTrump: We are getting great marks for the handling of the CoronaVirus pandemic especially the very early BAN of people from…,05-10-2020 20:16:34,27184,0,false,1259578095629152258
Twitter for iPhone,RT @ScottGottliebMD: Positivity rates declining in many states as covid19 testing expands nationally. https://t.co/Ztj6OUTlSm,05-10-2020 14:59:27,6903,0,false,1259498290736967682
Twitter for iPhone,We are getting great marks for the handling of the CoronaVirus pandemic especially the very early BAN of people from China the infectious source entering the USA. Compare that to the Obama/Sleepy Joe disaster known as H1N1 Swine Flu. Poor marks bad polls - didn’t have a clue!,05-10-2020 11:48:52,26839,125296,false,1259450328048709633
Twitter for iPhone,RT @Jim_Jordan: House Democrats are now considering #coronavirus legislation that PAYS states to let criminals out of prison. But those s…,05-10-2020 11:30:10,14722,0,false,1259445624187097088
Twitter for iPhone,RT @Jim_Jordan: Let’s get this straight:-Democrats want you to stay in your house to combat #coronavirus. -Democrats also believe we sh…,05-10-2020 11:29:40,11185,0,false,1259445496726372352
Twitter for iPhone,The White House CoronaVirus Task Force headed by Vice President Mike Pence has done a fantastic job of bringing together vast highly complex resources that have set a high standard for others to follow in the future. Ventilators which were few &amp; in bad shape are now being....,05-06-2020 13:05:58,21556,107590,false,1258020179692445697
Twitter for iPhone,Well run States should not be bailing out poorly run States using CoronaVirus as the excuse! The elimination of Sanctuary Cities Payroll Taxes and perhaps Capital Gains Taxes must be put on the table. Also lawsuit indemnification &amp; business deductions for restaurants &amp; ent.,05-05-2020 18:37:54,32118,123015,false,1257741326650470400
Twitter for iPhone,RT @JesseBWatters: What would the media say if Barack Obama were president during the Coronavirus Pandemic and handled it the same way as @…,05-05-2020 12:22:18,10271,0,false,1257646802716803073
Twitter for iPhone,Mexico is sadly experiencing very big CoronaVirus problems and now California get this doesn’t want people coming over the Southern Border. A Classic! They are sooo lucky that I am their President. Border is very tight and the Wall is rapidly being built!,05-04-2020 13:42:13,57481,272450,false,1257304527843110914
Twitter for iPhone,RT @Reuters: Roche gets FDA emergency use approval for COVID-19 antibody test https://t.co/vo7nAK58ox https://t.co/eKbCjUuPU7,05-03-2020 20:22:31,5659,0,false,1257042876334321664
Twitter for iPhone,Intelligence has just reported to me that I was correct and that they did NOT bring up the CoronaVirus subject matter until late into January just prior to my banning China from the U.S. Also they only spoke of the Virus in a very non-threatening or matter of fact manner...,05-03-2020 20:18:19,41099,167162,false,1257041819097092096
Twitter for iPhone,RT @Alyssafarah: The Trump Admin is making sure senior citizens are safe &amp; have access to the resources they need during coronavirus. In ad…,05-02-2020 21:25:45,5310,0,false,1256696404917059585
Twitter for iPhone,There is tremendous CoronaVirus testing capacity in Washington for the Senators returning to Capital Hill on Monday. Likewise the House which should return but isn’t because of Crazy Nancy P. The 5 minute Abbott Test will be used. Please inform Dr. Brian P. Monahan. @MarkMeadows,05-02-2020 13:06:53,19621,76117,false,1256570859935932416
